,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
777,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15168,2022-10-07,SCC_4890,3,,J,S22-202 NWPB,NET 30,(602) 247-4370,,Formula for Total??,SCC_15168, ,Currier Construction - 15168,Quote,2023-02-04,778,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-27,DESERT
778,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_15169,2022-10-10,SCC_5040,3,,,Wickenburg,DUE ON RECEI,623-628-0308,,Formula for Total??,SCC_15169, ,D & L Fabricating - 15169,Quote,2023-02-07,779,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
779,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15170,2022-10-12,SCC_4900,3,,,Pipe Spool B-3114,NET 30,,,Formula for Total??,SCC_15170, ,Capitol Engineering Co. - 15170,Quote,2023-02-09,780,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-12,DESERT
780,Silent-Aire USA Inc.,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_15171,2022-10-12,SCC_5025,9796,,Accounts Payable,J3513 - Piecemeal,NET 30,480-656-1239,,Formula for Total??,SCC_15171, ,Silent-Aire USA Inc. - 15171,Quote,2023-02-09,781,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
781,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_15172,2022-10-12,SCC_4907,3,,A/P,3798 BSGS 02,NET 30,602 452 4476,,Formula for Total??,SCC_15172, ,Schuff Steel Company - 15172,Quote,2023-02-09,782,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-26,DESERT
782,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_15173,2022-10-13,SCC_4907,3,,A/P,3774 INTEL BPC 3,NET 30,602 452 4476,,Formula for Total??,SCC_15173, ,Schuff Steel Company - 15173,Quote,2023-02-10,783,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-25,DESERT
783,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_15174,2022-10-17,SCC_5040,3,,,Intel fab,DUE ON RECEI,623-628-0308,,Formula for Total??,SCC_15174, ,D & L Fabricating - 15174,Quote,2023-02-14,784,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-17,DESERT
784,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15175,2022-10-17,SCC_4900,3,,,Robot platform,NET 30,,,Formula for Total??,SCC_15175, ,Capitol Engineering Co. - 15175,Quote,2023-02-14,785,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-17,DESERT
785,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15176,2022-10-17,SCC_4898,3,,Connie Huston,TSMC 22284,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15176, ,MMI Industrial & Steel - 15176,Quote,2023-02-14,786,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
786,Phillips Tank & Structure,13A Talbot Ave,,Braddock,PA,15104,SCC_15177,2022-10-17,SCC_5000,3,,Accounts Payable,22PIL04,NET 30,412-315-7963,,Formula for Total??,SCC_15177, ,Phillips Tank & Structure - 15177,Quote,2023-02-14,787,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-18,DESERT
787,Smith Pipe and Steel,"735 N 19th Avenue
Phoenix  AZ  85009",,,  ,,SCC_15178,2022-10-19,SCC_4963,3,,,Peral,NET 30,602-257-1200,,Formula for Total??,SCC_15178, ,Smith Pipe and Steel - 15178,Quote,2023-02-16,788,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
788,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15179,2022-10-19,SCC_4900,3,,,Acid rail loadout phase 2,NET 30,,,Formula for Total??,SCC_15179, ,Capitol Engineering Co. - 15179,Quote,2023-02-16,789,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-19,DESERT
789,"Copperstate Construction Services, Inc.",1908 N. Rosemont,,Mesa,AZ,85205,SCC_15180,2022-10-19,SCC_4901,3,,A/P,Tommy,NET 30,420.751.6388  EX 103,,Formula for Total??,SCC_15180, ,"Copperstate Construction Services, Inc. - 15180",Quote,2023-02-16,790,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
790,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15181,2022-10-24,SCC_4890,3,,J,JO-TBD CWTP ACH PUMP,NET 30,(602) 247-4370,,Formula for Total??,SCC_15181, ,Currier Construction - 15181,Quote,2023-02-21,791,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-24,DESERT
791,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_15182,2022-10-25,SCC_5040,3,,,W&W AFOO STEEL,DUE ON RECEI,623-628-0308,,Formula for Total??,SCC_15182, ,D & L Fabricating - 15182,Quote,2023-02-22,792,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-25,DESERT
792,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15183,2022-10-27,SCC_4898,3,,Connie Huston,22392,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15183, ,MMI Industrial & Steel - 15183,Quote,2023-02-24,793,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-10-27,DESERT
793,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15184,2022-10-27,SCC_4898,3,,Connie Huston,22083,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15184, ,MMI Industrial & Steel - 15184,Quote,2023-02-24,794,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
794,Silent-Aire USA Inc.,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_15185,2022-11-01,SCC_5025,9796,,Accounts Payable,J3507 Bases,NET 30,480-656-1239,,Formula for Total??,SCC_15185, ,Silent-Aire USA Inc. - 15185,Quote,2023-03-01,795,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-08,DESERT
795,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15186,2022-11-02,SCC_4900,3,,,Grating,NET 30,,,Formula for Total??,SCC_15186, ,Capitol Engineering Co. - 15186,Quote,2023-03-02,796,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-30,DESERT
796,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_15187,2022-11-02,SCC_4912,3,,Caitlin Gauthier,Jacob Gadberry,NET 30,,,Formula for Total??,SCC_15187, ,Alstate Steel - 15187,Quote,2023-03-02,797,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
797,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15188,2022-11-02,SCC_4900,3,,,FMI,NET 30,,,Formula for Total??,SCC_15188, ,Capitol Engineering Co. - 15188,Quote,2023-03-02,798,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-02,DESERT
798,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15189,2022-11-03,SCC_4890,3,,J,S19-308 site 115,NET 30,(602) 247-4370,,Formula for Total??,SCC_15189, ,Currier Construction - 15189,Quote,2023-03-03,799,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
799,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15190,2022-11-08,SCC_4890,3,,J,valle North,NET 30,(602) 247-4370,,Formula for Total??,SCC_15190, ,Currier Construction - 15190,Quote,2023-03-08,800,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
800,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_15191,2022-11-08,SCC_4949,3,,Karen,City of Baldwin park,NET 30,602-272-3600,,Formula for Total??,SCC_15191, ,Magnum Engineering Inc. - 15191,Quote,2023-03-08,801,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-01,DESERT
801,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_15192,2022-11-08,SCC_4912,3,,Caitlin Gauthier,B119,NET 30,,,Formula for Total??,SCC_15192, ,Alstate Steel - 15192,Quote,2023-03-08,802,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
802,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15193,2022-11-09,SCC_4900,3,,,Joe Aggas,NET 30,,,Formula for Total??,SCC_15193, ,Capitol Engineering Co. - 15193,Quote,2023-03-09,803,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-09,DESERT
803,US PIPE,3065 43rd Avenue,,Phoenix,  ,85009,SCC_15195,2022-11-10,SCC_5043,3,,,,,,,Formula for Total??,SCC_15195, ,US PIPE - 15195,Quote,2023-03-10,804,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-13,DESERT
804,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15196,2022-11-10,SCC_4900,3,,,RFQ 22-1378,NET 30,,,Formula for Total??,SCC_15196, ,Capitol Engineering Co. - 15196,Quote,2023-03-10,805,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-10,DESERT
805,S & H Steel Co,620 W Commerce Ave,,Gilbet,AZ,85233,SCC_15197,2022-11-14,SCC_5039,3,,Matt Howard,20080,DUE ON RECEI,480-926-6062,,Formula for Total??,SCC_15197, ,S & H Steel Co - 15197,Quote,2023-03-14,806,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
806,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15198,2022-11-15,SCC_4900,3,,,RFQ-22-1350,NET 30,,,Formula for Total??,SCC_15198, ,Capitol Engineering Co. - 15198,Quote,2023-03-15,807,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-15,DESERT
807,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_15199,2022-11-15,SCC_4985,3,,Jesse Resendez,Added cost,DUE ON RECEI,602-296-1496,,Formula for Total??,SCC_15199, ,Haydon Building Corp - 15199,Quote,2023-03-15,808,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-15,DESERT
808,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_15200,2022-11-15,SCC_4969,3,,Antonia,,NET 30,602-455-4310,,Formula for Total??,SCC_15200, ,S Diamond Steel - 15200,Quote,2023-03-15,809,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
809,Silent-Aire USA Inc.,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_15201,2022-11-17,SCC_5025,9796,,Gareth Low,,NET 30,480-656-1239,,Formula for Total??,SCC_15201, ,Silent-Aire USA Inc. - 15201,Quote,2023-03-17,810,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-17,DESERT
810,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15202,2022-11-18,SCC_4898,3,,Connie Huston,pipe spools,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15202, ,MMI Industrial & Steel - 15202,Quote,2023-03-18,811,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-18,DESERT
811,Havana Shade,,,,  ,,SCC_15203,2022-11-22,SCC_5045,3,,Vince,,DUE ON RECEI,480-229-0080,,Formula for Total??,SCC_15203, ,Havana Shade - 15203,Quote,2023-03-22,812,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-22,DESERT
812,DENNIS GROUP,,,,  ,,SCC_15204,2022-11-23,SCC_5046,3,,,Daisy Brand,,,,Formula for Total??,SCC_15204, ,DENNIS GROUP - 15204,Quote,2023-03-23,813,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-23,DESERT
813,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_15205,2022-11-28,SCC_4912,3,,Caitlin Gauthier,Az-22-080,NET 30,,,Formula for Total??,SCC_15205, ,Alstate Steel - 15205,Quote,2023-03-28,814,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-29,DESERT
814,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15206,2022-11-29,SCC_4900,3,,,RFQ 22-1435,NET 30,,,Formula for Total??,SCC_15206, ,Capitol Engineering Co. - 15206,Quote,2023-03-29,815,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-30,DESERT
815,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15207,2022-11-29,SCC_4900,3,,,Flange coating,NET 30,,,Formula for Total??,SCC_15207, ,Capitol Engineering Co. - 15207,Quote,2023-03-29,816,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-29,DESERT
816,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15208,2022-11-30,SCC_4900,3,,,B-4600,NET 30,,,Formula for Total??,SCC_15208, ,Capitol Engineering Co. - 15208,Quote,2023-03-30,817,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-11-30,DESERT
817,S & H Steel Co,620 W Commerce Ave,,Gilbet,AZ,85233,SCC_15209,2022-11-30,SCC_5039,3,,Matt Howard,20080,DUE ON RECEI,480-926-6062,,Formula for Total??,SCC_15209, ,S & H Steel Co - 15209,Quote,2023-03-30,818,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
818,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15210,2022-12-01,SCC_4900,3,,,Brahma Group,NET 30,,,Formula for Total??,SCC_15210, ,Capitol Engineering Co. - 15210,Quote,2023-03-31,819,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-01,DESERT
819,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15211,2022-12-06,SCC_4900,3,,,RFQ-22-1471,NET 30,,,Formula for Total??,SCC_15211, ,Capitol Engineering Co. - 15211,Quote,2023-04-05,820,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
820,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15212,2022-12-06,SCC_4900,3,,,Delta technology,NET 30,,,Formula for Total??,SCC_15212, ,Capitol Engineering Co. - 15212,Quote,2023-04-05,821,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
821,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15213,2022-12-06,SCC_4900,3,,,Brahma Group,NET 30,,,Formula for Total??,SCC_15213, ,Capitol Engineering Co. - 15213,Quote,2023-04-05,822,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-07,DESERT
822,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15214,2022-12-07,SCC_4900,3,,,RFQ 22-1464,NET 30,,,Formula for Total??,SCC_15214, ,Capitol Engineering Co. - 15214,Quote,2023-04-06,823,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-07,DESERT
823,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_15215,2022-12-12,SCC_5040,3,,,21752,DUE ON RECEI,623-628-0308,,Formula for Total??,SCC_15215, ,D & L Fabricating - 15215,Quote,2023-04-11,824,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-16,DESERT
824,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15216,2022-12-12,SCC_4900,3,,,Joe Aggas,NET 30,,,Formula for Total??,SCC_15216, ,Capitol Engineering Co. - 15216,Quote,2023-04-11,825,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-13,DESERT
825,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15217,2022-12-14,SCC_4898,3,,Connie Huston,Dusty Pinckard,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15217, ,MMI Industrial & Steel - 15217,Quote,2023-04-13,826,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
826,U.S. Pipe Fabrication,3065 S. 43rd Ave,,Phoenix,AZ,85009,SCC_15218,2022-12-14,SCC_5044,3,,Charles Gregg,S00212713,DUE ON RECEI,602-654-1360,,Formula for Total??,SCC_15218, ,U.S. Pipe Fabrication - 15218,Quote,2023-04-13,827,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
827,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15219,2022-12-15,SCC_4898,3,,Connie Huston,Autoshelf Plates,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15219, ,MMI Industrial & Steel - 15219,Quote,2023-04-14,828,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
828,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15220,2022-12-15,SCC_4900,3,,,RFQ 22-1467,NET 30,,,Formula for Total??,SCC_15220, ,Capitol Engineering Co. - 15220,Quote,2023-04-14,829,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-15,DESERT
829,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_15221,2022-12-15,SCC_4969,3,,Antonia,Fence and Gate to Malcolm,NET 30,602-455-4310,,Formula for Total??,SCC_15221, ,S Diamond Steel - 15221,Quote,2023-04-14,830,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
830,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15223,2022-12-19,SCC_4900,3,,,RFQ 22-0441,NET 30,,,Formula for Total??,SCC_15223, ,Capitol Engineering Co. - 15223,Quote,2023-04-18,831,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
831,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15224,2022-12-19,SCC_4898,3,,Connie Huston,22083 Vertimill,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15224, ,MMI Industrial & Steel - 15224,Quote,2023-04-18,832,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
832,S & H Steel Co,620 W Commerce Ave,,Gilbet,AZ,85233,SCC_15225,2022-12-19,SCC_5039,3,,Matt Howard,20080,DUE ON RECEI,480-926-6062,,Formula for Total??,SCC_15225, ,S & H Steel Co - 15225,Quote,2023-04-18,833,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
833,Silent-Aire USA Inc.,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_15226,2022-12-19,SCC_5025,9796,,Accounts Payable,Sandblasting - 3513-30,NET 30,480-656-1239,,Formula for Total??,SCC_15226, ,Silent-Aire USA Inc. - 15226,Quote,2023-04-18,834,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-29,DESERT
834,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15227,2022-12-19,SCC_4900,3,,,RFQ- 22-1250,NET 30,,,Formula for Total??,SCC_15227, ,Capitol Engineering Co. - 15227,Quote,2023-04-18,835,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
835,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15228,2022-12-20,SCC_4900,3,,,B-4482,NET 30,,,Formula for Total??,SCC_15228, ,Capitol Engineering Co. - 15228,Quote,2023-04-19,836,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
836,Allied Machine Works,1468 S. 1st Avenue,,Thatcher,AZ,85552,SCC_15229,2022-12-20,SCC_5026,3,,Wayne,Clyde,DUE ON RECEI,928-965-8393,,Formula for Total??,SCC_15229, ,Allied Machine Works - 15229,Quote,2023-04-19,837,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
837,OLT Fabrication,2301 West Broadway,,Phoenix,AZ,85041,SCC_15230,2022-12-20,SCC_4897,3,,Greg Rath,,NET 30,602-276-4841,602-276 4843,Formula for Total??,SCC_15230, ,OLT Fabrication - 15230,Quote,2023-04-19,838,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
838,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15231,2022-12-21,SCC_4898,3,,Connie Huston,22546,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15231, ,MMI Industrial & Steel - 15231,Quote,2023-04-20,839,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
839,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_15232,2022-12-22,SCC_5040,3,,,22-0400,DUE ON RECEI,623-628-0308,,Formula for Total??,SCC_15232, ,D & L Fabricating - 15232,Quote,2023-04-21,840,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
840,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_15233,2022-12-27,SCC_4949,3,,Karen,BDMC,NET 30,602-272-3600,,Formula for Total??,SCC_15233, ,Magnum Engineering Inc. - 15233,Quote,2023-04-26,841,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
841,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_15234,2022-12-28,SCC_4912,3,,Caitlin Gauthier,SAMOHI,NET 30,,,Formula for Total??,SCC_15234, ,Alstate Steel - 15234,Quote,2023-04-27,842,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-28,DESERT
842,Allthings metal,,,,  ,,SCC_15235,2022-12-28,SCC_5048,3,,,phoenix Zoo,,,,Formula for Total??,SCC_15235, ,Allthings metal - 15235,Quote,2023-04-27,843,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
843,AZDPS,,,,  ,,SCC_15236,2022-12-28,SCC_5049,3,,,DPS Magazines,,,,Formula for Total??,SCC_15236, ,AZDPS - 15236,Quote,2023-04-27,844,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-28,DESERT
844,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15237,2022-12-29,SCC_4898,3,,Connie Huston,22083,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15237, ,MMI Industrial & Steel - 15237,Quote,2023-04-28,845,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
845,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15238,2022-12-29,SCC_4898,3,,Connie Huston,22523,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15238, ,MMI Industrial & Steel - 15238,Quote,2023-04-28,846,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
846,Castle Steel,3828 N 35th Ave,,Phoenix,AZ,85017,SCC_15239,2022-12-29,SCC_4891,3,,Amalia Arvizu,,NET 30,(602) 243-2766,(602) 243-7746,Formula for Total??,SCC_15239, ,Castle Steel - 15239,Quote,2023-04-28,847,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
847,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15240,2022-12-29,SCC_4898,3,,Connie Huston,"22088 Seq 1,2,& 3",NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15240, ,MMI Industrial & Steel - 15240,Quote,2023-04-28,848,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-05,DESERT
848,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15241,2022-12-29,SCC_4900,3,,,RFQ-22-1535,NET 30,,,Formula for Total??,SCC_15241, ,Capitol Engineering Co. - 15241,Quote,2023-04-28,849,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-10,DESERT
849,"Smyth Industries, Inc.",4010 E Illinois St,,Tucson,AZ,85714,SCC_15243,2022-12-30,SCC_5050,9796,,Rich Reed,City of Phoenix Booster Cans,,520.750.8719,,Formula for Total??,SCC_15243, ,"Smyth Industries, Inc. - 15243",Quote,2023-04-29,850,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-12-30,DESERT
850,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15244,2022-12-30,SCC_4898,3,,Connie Huston,22088,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15244, ,MMI Industrial & Steel - 15244,Quote,2023-04-29,851,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-05,DESERT
851,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_15245,2023-01-03,SCC_4890,3,,J,San tan 320 water campus,NET 30,(602) 247-4370,,Formula for Total??,SCC_15245, ,Currier Construction - 15245,Quote,2023-05-03,852,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-03,DESERT
852,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_15246,2023-01-03,SCC_4900,3,,,JOE AGGAS,NET 30,,,Formula for Total??,SCC_15246, ,Capitol Engineering Co. - 15246,Quote,2023-05-03,853,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
853,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_15247,2023-01-03,SCC_4973,3,,Kim Rivera,230584 chandler,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_15247, ,Keller Electrical Ind - 15247,Quote,2023-05-03,854,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-10,DESERT
854,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15249,2023-01-05,SCC_4898,3,,Connie Huston,22083,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15249, ,MMI Industrial & Steel - 15249,Quote,2023-05-05,855,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-05,DESERT
855,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15250,2023-01-05,SCC_4898,3,,Connie Huston,22107,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15250, ,MMI Industrial & Steel - 15250,Quote,2023-05-05,856,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
856,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_15251,2023-01-05,SCC_4912,3,,Caitlin Gauthier,RH GRAND STAIR,NET 30,,,Formula for Total??,SCC_15251, ,Alstate Steel - 15251,Quote,2023-05-05,857,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2023-01-05,DESERT
857,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_15252,2023-01-05,SCC_4898,3,,Connie Huston,22497,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_15252, ,MMI Industrial & Steel - 15252,Quote,2023-05-05,858,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
