,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
9752,STRONGHOLD STEEL,,,,  ,,DCS_20445,2023-01-04,DCS_5383,3100,,Dallen Haws,Fusion Bonded Epoxy Rebar,DUE ON RECEI,602-722-1559,,Formula for Total??,DCS_20445, ,STRONGHOLD STEEL - 20445,Quote,2023-05-04,9755,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9753,"Lanmor Services, Inc.",2058 W. Rose Garden Ln,,Phoenix,AZ,85027,DCS_20446,2023-01-05,DCS_2484,9800,N/A,Christine Loding,,NET 30,623-869-6864,623-869-6865,Formula for Total??,DCS_20446, ,"Lanmor Services, Inc. - 20446",Quote,2023-05-05,9756,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-05,DESERT
9754,Tru-Stop Inc,1725 West 10th Place,,Tempe,AZ,85281,DCS_20447,2023-01-05,DCS_4497,9798,N/A,Kent Carpenter,Car Charging Stations,NET 30,(602) 323-9125,(602) 323-9379,Formula for Total??,DCS_20447, ,Tru-Stop Inc - 20447,Quote,2023-05-05,9757,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-05,DESERT
9755,GEN3 Construction,310 S Clark Dr,,Tempe,AZ,85281,DCS_20448,2023-01-05,DCS_1498,9800,N/A,Andrea Godinez,,,4809681000,,Formula for Total??,DCS_20448, ,GEN3 Construction - 20448,Quote,2023-05-05,9758,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9756,Able Steel Fabricators,4150 E. Quartz Circle,,Mesa,AZ,85215,DCS_20449,2023-01-06,DCS_48,9798,N/A,Rick Webb,258 beams,NET 30,480-830-2253,480-396-8732,Formula for Total??,DCS_20449, ,Able Steel Fabricators - 20449,Quote,2023-05-06,9759,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-09,DESERT
9757,S Diamond Steel,4205 W Lower Buckeye Rd,,Phoenix,AZ,85009,DCS_20450,2023-01-06,DCS_3863,9798,N/A,Anthony,2201.22-TSG Misc-3.08 Roof Scr,NET 30,602.455.4310,602.455.4608,Formula for Total??,DCS_20450, ,S Diamond Steel - 20450,Quote,2023-05-06,9760,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9758,Action Fabricating,5144 West McKinley St,,Phoenix,AZ,85043,DCS_20451,2023-01-06,DCS_71,9800,N/A,Dianna Gomez,,NET 30,(602) 523-9524,,Formula for Total??,DCS_20451, ,Action Fabricating - 20451,Quote,2023-05-06,9761,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9759,Vic's Welding,8376 N. El Mirage Rd. Bldg#3,,El Mirage,AZ,85335,DCS_20452,2023-01-09,DCS_4571,9798,,Victor Valencia,Stands,NET 30,623-925-5696,623-882-3623,Formula for Total??,DCS_20452, ,Vic's Welding - 20452,Quote,2023-05-09,9762,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-09,DESERT
9760,Specialty Companies Group,22223 N. 16th Street,,Phoenix,AZ,85024,DCS_20453,2023-01-09,DCS_4121,9800,N/A,Jeremy Davis,,NET 30,623-582-2385,623-581-7454,Formula for Total??,DCS_20453, ,Specialty Companies Group - 20453,Quote,2023-05-09,9764,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-09,DESERT
9761,Trademark Visual,3825 S 36th Street,,Phoenix,AZ,85040,DCS_20454,2023-01-09,DCS_4468,9798,N/A,Dan Resko,113331 - Jones Lang LaSalle -Q,NET 30,602-272-5055,602-272-5011,Formula for Total??,DCS_20454, ,Trademark Visual - 20454,Quote,2023-05-09,9763,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9762,Magnum Industrial Distributors,4203 W. Adams St.,,Phoenix,AZ,85041,DCS_20455,2023-01-09,DCS_2653,9798,N/A,Jerry Morales,,DUE ON RECEI,602-353-0050,,Formula for Total??,DCS_20455, ,Magnum Industrial Distributors - 20455,Quote,2023-05-09,9765,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9763,Luis Aguayo,,,,  ,,DCS_20456,2023-01-09,DCS_6836,9800,,Luis Aguayo,,,480-670-4853,,Formula for Total??,DCS_20456, ,Luis Aguayo - 20456,Quote,2023-05-09,9766,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9764,Magnum Industrial Distributors,4203 W. Adams St.,,Phoenix,AZ,85041,DCS_20457,2023-01-10,DCS_2653,9800,N/A,Rory McLean,,DUE ON RECEI,602-353-0050,,Formula for Total??,DCS_20457, ,Magnum Industrial Distributors - 20457,Quote,2023-05-10,9767,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9765,Magnum Industrial Distributors,4203 W. Adams St.,,Phoenix,AZ,85041,DCS_20458,2023-01-10,DCS_2653,9800,N/A,Rory McLean,,DUE ON RECEI,602-353-0050,,Formula for Total??,DCS_20458, ,Magnum Industrial Distributors - 20458,Quote,2023-05-10,9768,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9766,21st Century Vitamins,2115 S Wilson St,,Tempe,AZ,85282,DCS_20459,2023-01-11,DCS_5768,9798,,Luis Martinez,Blender Frame,DUE ON RECEI,602-758-8471,,Formula for Total??,DCS_20459, ,21st Century Vitamins - 20459,Quote,2023-05-11,9769,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-11,DESERT
9767,Roadcase.Com,7205 W Buckeye Rd Suite 400,,Phoenix,AZ,85043,DCS_20460,2023-01-11,DCS_3689,9800,,Daniel Murillo,,NET 30,(602) 684-0082,,Formula for Total??,DCS_20460, ,Roadcase.Com - 20460,Quote,2023-05-11,9770,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9768,Piana Nonwovens LLC,2801 N Main St,,San Luis,AZ,85349,DCS_20461,2023-01-11,DCS_6764,9800,,Eric McCann,,DUE ON RECEI,(928) 248-2642,,Formula for Total??,DCS_20461, ,Piana Nonwovens LLC - 20461,Quote,2023-05-11,9771,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9769,"Phoenix Pumps, Inc.",5100 S. 36th Street,,,  ,,DCS_20462,2023-01-11,DCS_3386,3,N/A,Sam McFadden,,NET 30,602-726-8470,602-232-2996,Formula for Total??,DCS_20462, ,"Phoenix Pumps, Inc. - 20462",Quote,2023-05-11,9772,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9770,AeroSpec Inc,505 E. Alamo Dr.,,Chandler,AZ,85225,DCS_20463,2023-01-11,DCS_4852,9800,,Marshall Wallace,,NET 30,480-892-7195,,Formula for Total??,DCS_20463, ,AeroSpec Inc - 20463,Quote,2023-05-11,9773,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9771,Action Fabricating,5144 West McKinley St,,Phoenix,AZ,85043,DCS_20464,2023-01-11,DCS_71,9800,N/A,Dianna Gomez,,NET 30,(602) 523-9524,,Formula for Total??,DCS_20464, ,Action Fabricating - 20464,Quote,2023-05-11,9774,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9772,Action Fabricating,5144 West McKinley St,,Phoenix,AZ,85043,DCS_20465,2023-01-11,DCS_71,9800,N/A,Dianna Gomez,,NET 30,(602) 523-9524,,Formula for Total??,DCS_20465, ,Action Fabricating - 20465,Quote,2023-05-11,9775,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9773,Action Fabricating,5144 West McKinley St,,Phoenix,AZ,85043,DCS_20466,2023-01-11,DCS_71,9800,N/A,Dianna Gomez,,NET 30,(602) 523-9524,,Formula for Total??,DCS_20466, ,Action Fabricating - 20466,Quote,2023-05-11,9776,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9774,S Diamond Steel,4205 W Lower Buckeye Rd,,Phoenix,AZ,85009,DCS_20467,2023-01-11,DCS_3863,9798,N/A,Anthony,2108-STRIPS QUOTE,NET 30,602.455.4310,602.455.4608,Formula for Total??,DCS_20467, ,S Diamond Steel - 20467,Quote,2023-05-11,9777,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9775,Myrna Hostak,,,,  ,,DCS_20468,2023-01-12,DCS_6841,9800,,Myrna Hostak,,,406-250-0161,,Formula for Total??,DCS_20468, ,Myrna Hostak - 20468,Quote,2023-05-12,9778,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9776,Stellar Solar,265 Via Delmonte,,Oceanside,CA,92058,DCS_20469,2023-01-12,DCS_6738,9800,,Kent Harle,,NET 30,760-603-8500,,Formula for Total??,DCS_20469, ,Stellar Solar - 20469,Quote,2023-05-12,9780,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-02-16,DESERT
9777,Wichita Industrial Sales,,,,  ,,DCS_20470,2023-01-12,DCS_6843,9800,,Ryan Lewis,,,940-766-5552,,Formula for Total??,DCS_20470, ,Wichita Industrial Sales - 20470,Quote,2023-05-12,9779,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-12,DESERT
9778,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,DCS_20471,2023-01-13,DCS_2999,9800,N/A,Blake Holmes,,NET 30,480.964.9041,480.964.9707,Formula for Total??,DCS_20471, ,MMI Industrial & Steel - 20471,Quote,2023-05-13,9781,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9779,Tru-Stop Inc,1725 West 10th Place,,Tempe,AZ,85281,DCS_20472,2023-01-13,DCS_4497,9798,N/A,Kent Carpenter,,NET 30,(602) 323-9125,(602) 323-9379,Formula for Total??,DCS_20472, ,Tru-Stop Inc - 20472,Quote,2023-05-13,9782,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9780,Apollo Mechanical Contractors,,,,  ,,DCS_20473,2023-01-13,DCS_6845,9800,,Tony Anderson,,,303-288-4546,,Formula for Total??,DCS_20473, ,Apollo Mechanical Contractors - 20473,Quote,2023-05-13,9784,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-13,DESERT
9781,Patriotic Group LLC,645 E Paseo Del Tornasol,,Tucson,AZ,85747,DCS_20474,2023-01-13,DCS_3287,9798,N/A,Martin Martinez,PFA,NET 30,520-275-1374,,Formula for Total??,DCS_20474, ,Patriotic Group LLC - 20474,Quote,2023-05-13,9783,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-17,DESERT
9782,Masthead International,"Masthead International
3602 South 16th St.",,Phoenix,AZ,85040,DCS_20475,2023-01-13,DCS_2784,9800,N/A,Tyler Maher,,NET 30,602-510-0420,,Formula for Total??,DCS_20475, ,Masthead International - 20475,Quote,2023-05-13,9785,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-26,DESERT
9783,Masthead International,"Masthead International
3602 South 16th St.",,Phoenix,AZ,85040,DCS_20476,2023-01-13,DCS_2784,9800,N/A,Tyler Maher,,NET 30,602-510-0420,,Formula for Total??,DCS_20476, ,Masthead International - 20476,Quote,2023-05-13,9786,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9784,Pool Barrier of Arizona,21616 N. Central Ave. Unit 15,,Phoenix,AZ,85024,DCS_20477,2023-01-13,DCS_6055,9800,,Chris Amato,,DUE ON RECEI,602-626-5926,,Formula for Total??,DCS_20477, ,Pool Barrier of Arizona - 20477,Quote,2023-05-13,9787,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9785,"Western Millwork, Inc",2940 West Willetta Street,,Phoenix,AZ,85009,DCS_20478,2023-01-13,DCS_4666,9800,N/A,Doug DeZeller,,NET 30,(602) 233-1921,,Formula for Total??,DCS_20478, ,"Western Millwork, Inc - 20478",Quote,2023-05-13,9788,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9786,"Arizona Awnings & Canvas, LLC","3705 N RUNWAY DRIVE, SUITE 101",,Tucson,AZ,85705,DCS_20479,2023-01-16,DCS_6846,9798,,Tim Pappas,Canyon Ranch Tucson,,520-887-8725,,Formula for Total??,DCS_20479, ,"Arizona Awnings & Canvas, LLC - 20479",Quote,2023-05-16,9789,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9787,Glendale Manufacturing Co.,6112 N 56th Ave,,Glendale,AZ,85301,DCS_20480,2023-01-16,DCS_1543,9798,N/A,,RFQ - BLAST AND POWDER COAT,NET 30,623-930-0445,623-930-1470,Formula for Total??,DCS_20480, ,Glendale Manufacturing Co. - 20480,Quote,2023-05-16,9790,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-16,DESERT
9788,Glendale Manufacturing Co.,6112 N 56th Ave,,Glendale,AZ,85301,DCS_20481,2023-01-16,DCS_1543,9798,N/A,,RFQ - BLAST AND POWDER COAT,NET 30,623-930-0445,623-930-1470,Formula for Total??,DCS_20481, ,Glendale Manufacturing Co. - 20481,Quote,2023-05-16,9791,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9789,Glendale Manufacturing Co.,6112 N 56th Ave,,Glendale,AZ,85301,DCS_20482,2023-01-16,DCS_1543,9798,N/A,Phillip Dutiel,,NET 30,623-930-0445,623-930-1470,Formula for Total??,DCS_20482, ,Glendale Manufacturing Co. - 20482,Quote,2023-05-16,9792,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9790,Glendale Manufacturing Co.,6112 N 56th Ave,,Glendale,AZ,85301,DCS_20483,2023-01-16,DCS_1543,9798,N/A,Phillip Dutiel,,NET 30,623-930-0445,623-930-1470,Formula for Total??,DCS_20483, ,Glendale Manufacturing Co. - 20483,Quote,2023-05-16,9793,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-16,DESERT
9791,ASSA ABLOY Entrance Systems,"Besam Entrance Solutions
2102 E 5th St",,Tempe,AZ,85281,DCS_20484,2023-01-16,DCS_471,9798,N/A,Keith Nielsen,Novus 4F 377948,NET 30,(480) 838-8805,,Formula for Total??,DCS_20484, ,ASSA ABLOY Entrance Systems - 20484,Quote,2023-05-16,9794,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-16,DESERT
9792,Phoenix Fence Company,3626 S. 16th Street,,Phoenx,AZ,85040,DCS_20486,2023-01-16,DCS_3377,9800,N/A,Greg,,NET 30,(602) 276-4283,(602) 276-0638,Formula for Total??,DCS_20486, ,Phoenix Fence Company - 20486,Quote,2023-05-16,9795,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9793,Kevin S. Berry,,,,  ,,DCS_20487,2023-01-17,DCS_6848,9800,,Kevin S. Berry,,,602-373-6747,,Formula for Total??,DCS_20487, ,Kevin S. Berry - 20487,Quote,2023-05-17,9796,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-17,DESERT
9794,David Marshall,,,,  ,,DCS_20488,2023-01-17,DCS_6133,9800,,David Marshall,,DUE ON RECEI,480-544-1115,,Formula for Total??,DCS_20488, ,David Marshall - 20488,Quote,2023-05-17,9797,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9795,David Marshall,,,,  ,,DCS_20489,2023-01-17,DCS_6133,9800,,David Marshall,,DUE ON RECEI,480-544-1115,,Formula for Total??,DCS_20489, ,David Marshall - 20489,Quote,2023-05-17,9798,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9796,Hayden Industrial,1393 E. San Bernardino Ave,,San Bernardino,CA,92408,DCS_20490,2023-01-17,DCS_4811,3100,,Sue Misenhelter,RFQ 318 standards,NET 30,951-736-2637,,Formula for Total??,DCS_20490, ,Hayden Industrial - 20490,Quote,2023-05-17,9799,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-02-06,DESERT
9797,Skyline Steel Inc,631 W COMMERCE AVE,,GILBERT,AZ,85233,DCS_20491,2023-01-17,DCS_4066,3100,,Rex Castaneda,,NET 30,480-420-2044,480-926-9178,Formula for Total??,DCS_20491, ,Skyline Steel Inc - 20491,Quote,2023-05-17,9800,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-17,DESERT
9798,"K.T. Fabrication, Inc",501 E. Comstock Drive,,Chandler,AZ,85225,DCS_20492,2023-01-17,DCS_2450,9798,N/A,Michael Wolfe,Global Ambassador,NET 30,480.497.3140,480.497.3158,Formula for Total??,DCS_20492, ,"K.T. Fabrication, Inc - 20492",Quote,2023-05-17,9801,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9799,Patriotic Group LLC,645 E Paseo Del Tornasol,,Tucson,AZ,85747,DCS_20493,2023-01-17,DCS_3287,9798,N/A,Martin Martinez,Reinforced PFA,NET 30,520-275-1374,,Formula for Total??,DCS_20493, ,Patriotic Group LLC - 20493,Quote,2023-05-17,9802,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9800,Vineyard Church North Phoenix,,,,  ,,DCS_20494,2023-01-18,DCS_6850,9800,,Jerod Allen,,,623.934.4000,623.934.3747,Formula for Total??,DCS_20494, ,Vineyard Church North Phoenix - 20494,Quote,2023-05-18,9803,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9801,Skyce Steel Co.,"745 N. Gilbert Rd
Suite 124-363",,Gilbert,AZ,85234,DCS_20496,2023-01-18,DCS_4063,9798,N/A,Dan Allen,Quartz Bar - Powder Coating,DUE ON RECEI,(602) 237-1085,(602) 237-3332,Formula for Total??,DCS_20496, ,Skyce Steel Co. - 20496,Quote,2023-05-18,9804,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9802,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20497,2023-01-18,DCS_1190,9798,N/A,Eric Bolze,,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20497, ,E2 Innovations - 20497,Quote,2023-05-18,9805,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9803,Trademark Visual,3825 S 36th Street,,Phoenix,AZ,85040,DCS_20498,2023-01-18,DCS_4468,9798,N/A,Dan Resko,,NET 30,602-272-5055,602-272-5011,Formula for Total??,DCS_20498, ,Trademark Visual - 20498,Quote,2023-05-18,9806,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9804,Denali Metal Works,"450 E. Pima Street, #2",,Phoenix,AZ,85004,DCS_20499,2023-01-18,DCS_1073,3,N/A,,DBC,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_20499, ,Denali Metal Works - 20499,Quote,2023-05-18,9807,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9805,Denali Metal Works,"450 E. Pima Street, #2",,Phoenix,AZ,85004,DCS_20500,2023-01-18,DCS_1073,9798,N/A,Julie Worthington,WW,DUE ON RECEI,(602) 606-7658,(602) 606-7517,Formula for Total??,DCS_20500, ,Denali Metal Works - 20500,Quote,2023-05-18,9808,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9806,John Nolte,7225 E. Rustling Pass,,,  ,,DCS_20501,2023-01-18,DCS_4842,9800,,,,DUE ON RECEI,,,Formula for Total??,DCS_20501, ,John Nolte - 20501,Quote,2023-05-18,9809,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-18,DESERT
9807,Glendale Manufacturing Co.,6112 N 56th Ave,,Glendale,AZ,85301,DCS_20502,2023-01-18,DCS_1543,9798,N/A,Phillip Dutiel,,NET 30,623-930-0445,623-930-1470,Formula for Total??,DCS_20502, ,Glendale Manufacturing Co. - 20502,Quote,2023-05-18,9810,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9808,Southwest Metalsmiths,5026 E Beverly Road,,Phoenix,AZ,85044,DCS_20503,2023-01-19,DCS_4110,9800,N/A,Tyson Wines,Orchestra Pit Removable Rails,NET 30,(602)759-8260,602.438.8579,Formula for Total??,DCS_20503, ,Southwest Metalsmiths - 20503,Quote,2023-05-19,9812,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9809,S & H Steel Co,620 W. Commerce,,Gilbert,AZ,85233,DCS_20504,2023-01-19,DCS_3860,3,N/A,Matt Howard,,DUE ON RECEI,(480) 926-6062,,Formula for Total??,DCS_20504, ,S & H Steel Co - 20504,Quote,2023-05-19,9811,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9810,Billy Chester,,,,  ,,DCS_20505,2023-01-19,DCS_6853,9800,,,Sprint Car Wings,,,,Formula for Total??,DCS_20505, ,Billy Chester - 20505,Quote,2023-05-19,9813,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9811,MMI Tank & Industrial Srvc.,P.O. Box 19043,,Phoenix,AZ,85005,DCS_20506,2023-01-19,DCS_3020,9800,,Charlie “C.R.” Duren,H20-AEX101,NET 30,602-272-6000,602-272-6700,Formula for Total??,DCS_20506, ,MMI Tank & Industrial Srvc. - 20506,Quote,2023-05-19,9814,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9812,Core & Main Fire Protection,1450 E Buckeye Rd,,Phoenix,AZ,85034,DCS_20507,2023-01-19,DCS_6842,9798,,David Mendralla,,NET 30,602-256-0050,,Formula for Total??,DCS_20507, ,Core & Main Fire Protection - 20507,Quote,2023-05-19,9815,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9813,"Ultimate Shade Alternatives, I","Accounts Payable
Ultimate Shade",,Phoenix,AZ,85283,DCS_20508,2023-01-19,DCS_4519,9798,N/A,Joy Whitfield,,NET 30,(480) 775-7245,480-491-0858,Formula for Total??,DCS_20508, ,"Ultimate Shade Alternatives, I - 20508",Quote,2023-05-19,9816,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9814,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20509,2023-01-19,DCS_1190,9798,N/A,Eric Bolze,Red,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20509, ,E2 Innovations - 20509,Quote,2023-05-19,9817,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9815,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20510,2023-01-19,DCS_1190,9798,N/A,Eric Bolze,Green,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20510, ,E2 Innovations - 20510,Quote,2023-05-19,9818,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9816,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20511,2023-01-19,DCS_1190,9798,N/A,Eric Bolze,Blue,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20511, ,E2 Innovations - 20511,Quote,2023-05-19,9819,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9817,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20512,2023-01-19,DCS_1190,9798,N/A,Eric Bolze,Yellow,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20512, ,E2 Innovations - 20512,Quote,2023-05-19,9820,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-25,DESERT
9818,Leonard Mills,,,,  ,,DCS_20513,2023-01-19,DCS_2527,9800,,Leonard Mills,,DUE ON RECEI,602-785-1750,,Formula for Total??,DCS_20513, ,Leonard Mills - 20513,Quote,2023-05-19,9821,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-19,DESERT
9819,CC Patio,"15037 N Scottsdale Rd
Ste 120",,Scottsdale,AZ,85254,DCS_20514,2023-01-20,DCS_6856,9800,,Christian Lion,Mesa Arts District Lofts,,(480) 949-4500,,Formula for Total??,DCS_20514, ,CC Patio - 20514,Quote,2023-05-20,9822,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-20,DESERT
9820,Empire Metals Products,2037 W. Ironwood Dr.,,Phoenix,AZ,85021,DCS_20515,2023-01-20,DCS_1271,9800,N/A,Dylan Foster,,NET 30,602-424-9980,,Formula for Total??,DCS_20515, ,Empire Metals Products - 20515,Quote,2023-05-20,9823,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-20,DESERT
9821,"Phoenix Pumps, Inc.",5100 S. 36th Street,,,  ,,DCS_20516,2023-01-20,DCS_3386,9798,N/A,Josh Chambers,#m Touch-up,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_20516, ,"Phoenix Pumps, Inc. - 20516",Quote,2023-05-20,9824,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9822,Kevin Caron Studio,5831 N. 46th Pl.,,Phoenix,AZ,85018,DCS_20518,2023-01-23,DCS_2395,9800,N/A,Kevin Caron,,DUE ON RECEI,(602) 295-9964,(602) 952-8314,Formula for Total??,DCS_20518, ,Kevin Caron Studio - 20518,Quote,2023-05-23,9826,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9823,Stockton Products,4720 W. Van Buren St Unit 8,,Phoenix,AZ,85043,DCS_20519,2023-01-20,DCS_6858,9798,,Alyssa Ojeda,,,623-303-5760,,Formula for Total??,DCS_20519, ,Stockton Products - 20519,Quote,2023-05-20,9825,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9824,"Pacific Air Reps, Inc.",3812 N. 39th Ave,,Phoenix,AZ,85019,DCS_20521,2023-01-23,DCS_3251,3,N/A,John,,DUE ON RECEI,602-258-2299,,Formula for Total??,DCS_20521, ,"Pacific Air Reps, Inc. - 20521",Quote,2023-05-23,9827,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9825,Stockton Products,4720 W. Van Buren St Unit 8,,Phoenix,AZ,85043,DCS_20522,2023-01-23,DCS_6858,9800,,Alyssa Ojeda,,,623-303-5760,,Formula for Total??,DCS_20522, ,Stockton Products - 20522,Quote,2023-05-23,9828,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9826,"Delta Technology, LLC",2304 W. Campus Drive,,Tempe,AZ,85282,DCS_20523,2023-01-24,DCS_6228,9798,,Accounts Payable,New PO# 1199 - 22DX,NET 30,602-243-1514,,Formula for Total??,DCS_20523, ,"Delta Technology, LLC - 20523",Quote,2023-05-24,9829,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2023-01-24,DESERT
9827,Fence AZ,,,,  ,,DCS_20524,2023-01-24,DCS_4953,9800,,Joel,,,623-296-8389,,Formula for Total??,DCS_20524, ,Fence AZ - 20524,Quote,2023-05-24,9830,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9828,Kelly Pipe Co. LLC,1890 Santa Ana Ave.,,Sacramento,CA,95838,DCS_20526,2023-01-24,DCS_6620,9800,,Patrick Holmes,,NET 30,916-640-1859,,Formula for Total??,DCS_20526, ,Kelly Pipe Co. LLC - 20526,Quote,2023-05-24,9831,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
9829,E2 Innovations,4001 N. 28th Ave.,,Phoenix,AZ,85017,DCS_20527,2023-01-25,DCS_1190,9798,N/A,Eric Bolze,Blue,NET 30,(602) 212-9515,(602) 212-9512,Formula for Total??,DCS_20527, ,E2 Innovations - 20527,Quote,2023-05-25,9832,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
